streams,acousticness,danceability,energy,liveness,speechiness,valence
682625.00,0.09,0.86,0.58,0.20,0.09,0.44
704795.00,0.17,0.66,0.76,0.15,0.05,0.43
1437255.00,0.06,0.77,0.54,0.09,0.05,0.24
756964.00,0.04,0.42,0.89,0.71,0.19,0.76
9974252.00,0.00,0.62,0.58,0.39,0.33,0.30
28171208.00,0.20,0.77,0.71,0.13,0.12,0.51
2508587.00,0.21,0.62,0.45,0.06,0.03,0.57
21289761.00,0.21,0.67,0.68,0.10,0.03,0.18
1750954.00,0.12,0.91,0.48,0.31,0.42,0.31
40692968.00,0.78,0.75,0.25,0.11,0.26,0.18
5152508.00,0.13,0.22,0.50,0.11,0.04,0.31
3935251.00,0.97,0.37,0.07,0.08,0.04,0.24
166892395.00,0.19,0.69,0.86,0.12,0.06,0.70
614641650.00,0.57,0.62,0.57,0.19,0.05,0.35
71370295.00,0.33,0.78,0.44,0.34,0.16,0.24
140589495.00,0.03,0.61,0.72,0.40,0.10,0.55
827936.00,0.17,0.83,0.57,0.06,0.39,0.37
1127019764.00,0.70,0.36,0.56,0.09,0.06,0.49
947359.00,0.49,0.28,0.31,0.11,0.04,0.06
45748184.00,0.03,0.89,0.43,0.09,0.15,0.23
346255865.00,0.17,0.76,0.75,0.08,0.47,0.69
560579.00,0.15,0.68,0.69,0.12,0.12,0.57
10056035.00,0.76,0.57,0.24,0.29,0.03,0.24
597478.00,0.11,0.75,0.70,0.07,0.04,0.59
1841017.00,0.49,0.84,0.40,0.13,0.10,0.93
6525055.00,0.11,0.79,0.62,0.09,0.27,0.64
40283823.00,0.05,0.52,0.83,0.13,0.06,0.30
16318125.00,0.01,0.88,0.49,0.07,0.15,0.40
694508.00,0.07,0.90,0.50,0.13,0.34,0.20
579860.00,0.55,0.74,0.77,0.10,0.16,0.78
49905567.00,0.01,0.61,0.66,0.20,0.03,0.16
6952386.00,0.42,0.65,0.70,0.10,0.19,0.59
729297.00,0.04,0.80,0.67,0.13,0.06,0.33
22801875.00,0.13,0.67,0.77,0.27,0.14,0.73
1281804.00,0.04,0.77,0.72,0.10,0.04,0.47
364809333.00,0.11,0.93,0.53,0.16,0.16,0.75
16197678.00,0.77,0.65,0.23,0.10,0.05,0.50
621302.00,0.00,0.36,0.55,0.22,0.07,0.53
461561.00,0.11,0.70,0.79,0.33,0.06,0.76
601208.00,0.01,0.58,0.92,0.11,0.05,0.83
22214302.00,0.05,0.78,0.78,0.12,0.10,0.72
984260.00,0.71,0.59,0.76,0.33,0.14,0.55
8035654.00,0.01,0.60,0.83,0.15,0.04,0.24
1279152.00,0.24,0.70,0.51,0.14,0.10,0.66
3054903.00,0.01,0.68,0.64,0.18,0.08,0.06
630915.00,0.04,0.76,0.83,0.66,0.08,0.39
2267801.00,0.01,0.79,0.57,0.16,0.04,0.06
99563977.00,0.34,0.67,0.72,0.11,0.03,0.23
9078435.00,0.05,0.83,0.51,0.11,0.15,0.75
864399.00,0.00,0.65,0.89,0.12,0.04,0.76
1303775.00,0.25,0.68,0.86,0.10,0.07,0.75
917661.00,0.01,0.88,0.81,0.32,0.06,0.86
358927858.00,0.60,0.81,0.80,0.14,0.13,0.71
747154168.00,0.11,0.74,0.86,0.06,0.06,0.66
2478802.00,0.02,0.70,0.72,0.07,0.06,0.67
426511177.00,0.30,0.67,0.88,0.08,0.15,0.23
793271.00,0.04,0.74,0.77,0.67,0.04,0.34
1720560.00,0.05,0.91,0.49,0.12,0.16,0.25
4727860.00,0.52,0.64,0.65,0.06,0.43,0.66
2550332.00,0.79,0.56,0.58,0.32,0.15,0.24
109652164.00,0.17,0.67,0.51,0.09,0.04,0.18
5026361.00,0.01,0.74,0.84,0.86,0.08,0.54
3304828.00,0.66,0.52,0.47,0.09,0.03,0.39
3665558.00,0.00,0.22,0.71,0.10,0.04,0.45
109205451.00,0.19,0.74,0.67,0.11,0.31,0.85
254899030.00,0.07,0.55,0.76,0.09,0.34,0.64
3025055.00,0.28,0.56,0.57,0.05,0.02,0.50
769333.00,0.09,0.93,0.40,0.14,0.17,0.43
657669.00,0.40,0.63,0.35,0.12,0.04,0.69
3514382.00,0.74,0.57,0.29,0.11,0.04,0.10
6227948.00,0.13,0.50,0.80,0.11,0.04,0.79
5244432.00,0.09,0.89,0.62,0.09,0.10,0.76
707394.00,0.01,0.81,0.87,0.20,0.21,0.93
538459.00,0.42,0.79,0.49,0.35,0.27,0.69
4522533.00,0.06,0.57,0.53,0.13,0.07,0.12
118147026.00,0.06,0.78,0.70,0.16,0.07,0.78
3539264.00,0.43,0.74,0.70,0.08,0.09,0.66
6849426.00,0.24,0.65,0.77,0.13,0.34,0.64
18014181.00,0.35,0.65,0.55,0.32,0.03,0.74
10742516.00,0.53,0.83,0.58,0.08,0.04,0.51
4383131.00,0.34,0.80,0.50,0.18,0.06,0.70
11179102.00,0.11,0.60,0.55,0.05,0.03,0.97
20891899.00,0.12,0.67,0.91,0.42,0.07,0.77
99223082.00,0.08,0.64,0.90,0.19,0.07,0.48
24638714.00,0.01,0.70,0.77,0.21,0.13,0.24
73178992.00,0.01,0.61,0.60,0.10,0.06,0.57
679465.00,0.03,0.45,0.67,0.15,0.07,0.52
534898.00,0.00,0.39,0.66,0.08,0.23,0.35
6462524.00,0.08,0.73,0.83,0.08,0.04,0.86
1402539.00,0.11,0.59,0.69,0.09,0.26,0.35
234720061.00,0.17,0.86,0.66,0.09,0.06,0.63
8373625.00,0.11,0.85,0.60,0.11,0.04,0.74
468199.00,0.03,0.58,0.77,0.37,0.45,0.24
1276214.00,0.30,0.75,0.93,0.31,0.05,0.86
163822447.00,0.30,0.66,0.68,0.36,0.06,0.66
12425142.00,0.70,0.85,0.93,0.18,0.11,0.51
1669588.00,0.72,0.57,0.63,0.09,0.05,0.81
26246655.00,0.00,0.67,0.71,0.55,0.03,0.54
8750990.00,0.29,0.74,0.73,0.08,0.13,0.15
844795.00,0.01,0.73,0.63,0.07,0.19,0.39
191774590.00,0.23,0.67,0.50,0.08,0.08,0.13
953495.00,0.05,0.63,0.55,0.12,0.03,0.12
3402865.00,0.07,0.66,0.81,0.11,0.08,0.69
324163975.00,0.07,0.68,0.61,0.15,0.48,0.51
54659817.00,0.18,0.81,0.88,0.39,0.17,0.75
101214070.00,0.01,0.69,0.74,0.36,0.26,0.06
1210151.00,0.18,0.68,0.61,0.11,0.06,0.28
595589678.00,0.20,0.80,0.54,0.17,0.04,0.39
8739826.00,0.06,0.60,0.86,0.07,0.07,0.68
97026659.00,0.06,0.86,0.65,0.08,0.24,0.56
1554737.00,0.12,0.80,0.96,0.08,0.18,0.65
13727795.00,0.08,0.71,0.78,0.30,0.05,0.73
1046168.00,0.27,0.50,0.31,0.13,0.06,0.18
12513024.00,0.04,0.75,0.58,0.25,0.14,0.65
3614156.00,0.05,0.90,0.58,0.26,0.35,0.36
103769443.00,0.16,0.75,0.57,0.10,0.05,0.81
5543306.00,0.40,0.76,0.64,0.18,0.24,0.19
7074281.00,0.34,0.66,0.54,0.12,0.08,0.15
2882719.00,0.09,0.73,0.79,0.32,0.07,0.39
793989.00,0.42,0.42,0.26,0.35,0.05,0.32
788712.00,0.09,0.64,0.81,0.64,0.24,0.71
48309178.00,0.01,0.56,0.86,0.21,0.06,0.40
29276248.00,0.34,0.78,0.73,0.22,0.05,0.71
5615589.00,0.61,0.44,0.32,0.15,0.04,0.45
745056.00,0.04,0.47,0.97,0.10,0.09,0.45
17433257.00,0.44,0.69,0.53,0.10,0.03,0.16
238879692.00,0.06,0.88,0.79,0.13,0.31,0.58
1971153.00,0.01,0.51,0.77,0.39,0.04,0.45
23131219.00,0.04,0.70,0.78,0.15,0.20,0.39
764119.00,0.37,0.92,0.76,0.10,0.19,0.72
27793547.00,0.03,0.62,0.68,0.38,0.31,0.31
5170857.00,0.00,0.33,0.78,0.43,0.06,0.90
42565657.00,0.01,0.66,0.58,0.09,0.03,0.12
2802022.00,0.04,0.76,0.60,0.11,0.09,0.52
617486.00,0.01,0.86,0.65,0.12,0.24,0.65
42881564.00,0.11,0.80,0.79,0.24,0.06,0.54
41249787.00,0.18,0.57,0.67,0.08,0.07,0.45
3492243.00,0.00,0.67,0.84,0.12,0.10,0.33
41400549.00,0.07,0.67,0.77,0.39,0.09,0.33
1977515.00,0.95,0.44,0.15,0.10,0.05,0.23
153889362.00,0.31,0.75,0.75,0.23,0.35,0.90
651096.00,0.04,0.63,0.74,0.12,0.05,0.36
24105498.00,0.30,0.70,0.52,0.06,0.33,0.46
3811100.00,0.90,0.41,0.13,0.11,0.03,0.07
184731168.00,0.07,0.68,0.62,0.12,0.04,0.28
193090742.00,0.17,0.68,0.56,0.32,0.13,0.14
839837.00,0.01,0.56,0.89,0.48,0.04,0.63
4824958.00,0.09,0.70,0.62,0.11,0.05,0.62
719532.00,0.11,0.71,0.76,0.35,0.05,0.59
360631826.00,0.16,0.60,0.69,0.41,0.20,0.08
1410819.00,0.60,0.86,0.56,0.11,0.34,0.54
8500483.00,0.01,0.82,0.56,0.13,0.06,0.37
11556171.00,0.22,0.90,0.84,0.24,0.23,0.76
586686.00,0.40,0.79,0.52,0.09,0.04,0.78
23494358.00,0.12,0.29,0.51,0.10,0.04,0.36
16233495.00,0.55,0.62,0.53,0.14,0.12,0.38
1729037.00,0.78,0.67,0.45,0.16,0.04,0.65
6978455.00,0.29,0.61,0.72,0.12,0.17,0.39
16289966.00,0.40,0.81,0.92,0.09,0.04,0.84
18785599.00,0.30,0.90,0.74,0.14,0.22,0.91
4706132.00,0.05,0.64,0.88,0.07,0.06,0.76
2264432.00,0.44,0.71,0.92,0.17,0.24,0.61
1816271.00,0.08,0.86,0.42,0.15,0.44,0.52
4819380.00,0.40,0.75,0.37,0.11,0.12,0.23
5698535.00,0.11,0.70,0.84,0.75,0.05,0.45
216008708.00,0.07,0.45,0.80,0.15,0.17,0.46
667603.00,0.40,0.73,0.62,0.09,0.31,0.56
2595822.00,0.73,0.58,0.50,0.28,0.05,0.84
3025609.00,0.42,0.27,0.64,0.09,0.07,0.04
3617903.00,0.03,0.42,0.59,0.14,0.07,0.26
271160926.00,0.57,0.74,0.56,0.11,0.10,0.42
90714809.00,0.58,0.68,0.38,0.08,0.03,0.89
9889360.00,0.06,0.77,0.51,0.14,0.07,0.51
1369511.00,0.04,0.72,0.56,0.11,0.04,0.49
973035.00,0.02,0.82,0.86,0.09,0.22,0.61
1045460.00,0.75,0.55,0.42,0.13,0.04,0.14
14958274.00,0.01,0.65,0.95,0.44,0.10,0.33
1007930.00,0.01,0.62,0.80,0.55,0.04,0.63
34555792.00,0.08,0.63,0.65,0.09,0.04,0.42
2780522.00,0.16,0.66,0.52,0.08,0.40,0.44
4049143.00,0.25,0.73,0.71,0.41,0.06,0.39
19961432.00,0.03,0.71,0.63,0.09,0.05,0.47
563627.00,0.63,0.86,0.33,0.14,0.05,0.72
6581746.00,0.00,0.50,0.79,0.08,0.03,0.67
4817451.00,0.18,0.85,0.70,0.29,0.25,0.18
506561.00,0.73,0.25,0.14,0.27,0.04,0.10
6637743.00,0.44,0.69,0.53,0.10,0.03,0.16
82592307.00,0.17,0.65,0.90,0.10,0.04,0.66
66408334.00,0.48,0.70,0.71,0.10,0.11,0.86
5220769.00,0.00,0.80,0.46,0.31,0.05,0.17
647604.00,0.18,0.45,0.65,0.35,0.30,0.70
749854.00,0.09,0.73,0.50,0.10,0.18,0.50
28471663.00,0.53,0.48,0.75,0.10,0.43,0.42
3997046.00,0.14,0.61,0.66,0.10,0.40,0.70
65720175.00,0.03,0.89,0.51,0.14,0.42,0.57
67729637.00,0.11,0.75,0.65,0.11,0.07,0.48
30194993.00,0.41,0.67,0.61,0.10,0.10,0.50
58241930.00,0.43,0.73,0.77,0.11,0.06,0.22
2874688.00,0.16,0.75,0.65,0.34,0.17,0.46
219083892.00,0.62,0.73,0.56,0.18,0.13,0.35
4304865.00,0.34,0.68,0.67,0.12,0.49,0.52
9949462.00,0.11,0.46,0.83,0.06,0.10,0.26
715029.00,0.34,0.70,0.59,0.12,0.08,0.48
686991.00,0.03,0.67,0.95,0.38,0.09,0.84
5736749.00,0.11,0.67,0.76,0.15,0.19,0.93
7612640.00,0.13,0.67,0.70,0.12,0.07,0.26
256717048.00,0.01,0.78,0.87,0.29,0.04,0.88
4713489.00,0.41,0.64,0.57,0.07,0.07,0.47
610735371.00,0.05,0.62,0.60,0.46,0.15,0.46
4511152.00,0.06,0.46,0.82,0.10,0.29,0.72
113450493.00,0.08,0.65,0.76,0.30,0.05,0.41
5120371.00,0.33,0.80,0.53,0.06,0.07,0.75
45651062.00,0.27,0.54,0.56,0.16,0.17,0.17
4832689.00,0.02,0.96,0.57,0.11,0.31,0.73
1081847.00,0.00,0.64,0.92,0.15,0.04,0.53
96999249.00,0.03,0.74,0.87,0.08,0.05,0.59
11069050.00,0.27,0.68,0.58,0.08,0.04,0.94
1508668.00,0.04,0.77,0.71,0.13,0.03,0.80
788015.00,0.07,0.58,0.82,0.26,0.30,0.48
45301631.00,0.13,0.62,0.64,0.09,0.03,0.22
793716.00,0.03,0.90,0.85,0.20,0.22,0.85
560897.00,0.38,0.42,0.46,0.12,0.06,0.15
8040402.00,0.39,0.68,0.70,0.13,0.44,0.52
5439337.00,0.46,0.74,0.43,0.13,0.31,0.27
1881136.00,0.42,0.58,0.38,0.10,0.04,0.15
642285.00,0.98,0.32,0.04,0.11,0.04,0.22
774221.00,0.08,0.80,0.60,0.13,0.07,0.50
833376.00,0.07,0.61,0.45,0.11,0.03,0.12
1625039.00,0.65,0.61,0.48,0.09,0.03,0.26
33508718.00,0.19,0.69,0.56,0.11,0.19,0.19
29377996.00,0.03,0.62,0.66,0.33,0.04,0.41
1585016.00,0.47,0.50,0.58,0.10,0.03,0.32
77040668.00,0.04,0.69,0.54,0.07,0.05,0.72
841061.00,0.23,0.53,0.53,0.08,0.06,0.23
949433.00,0.68,0.61,0.52,0.08,0.04,0.73
1901675.00,0.68,0.77,0.54,0.19,0.05,0.34
617750.00,0.14,0.86,0.39,0.09,0.25,0.19
2654733.00,0.78,0.50,0.32,0.11,0.03,0.34
765354.00,0.52,0.78,0.34,0.09,0.47,0.34
589810.00,0.02,0.76,0.71,0.11,0.08,0.65
7326883.00,0.03,0.81,0.68,0.10,0.18,0.21
1896157.00,0.96,0.24,0.12,0.10,0.03,0.11
4535640.00,0.50,0.67,0.60,0.11,0.08,0.26
513299546.00,0.15,0.48,0.68,0.08,0.09,0.35
14360174.00,0.98,0.71,0.31,0.11,0.75,0.60
23129641.00,0.03,0.22,0.65,0.17,0.06,0.06
312564534.00,0.03,0.82,0.80,0.15,0.08,0.63
37526386.00,0.10,0.57,0.54,0.33,0.03,0.33
5638267.00,0.02,0.46,0.70,0.36,0.33,0.70
16503109.00,0.07,0.80,0.76,0.37,0.05,0.06
855453.00,0.03,0.83,0.64,0.09,0.18,0.79
13056039.00,0.02,0.64,0.79,0.05,0.17,0.69
2784631.00,0.02,0.67,0.86,0.11,0.23,0.36
49681836.00,0.02,0.54,0.75,0.16,0.15,0.25
5199127.00,0.39,0.34,0.76,0.08,0.05,0.36
9689955.00,0.06,0.46,0.91,0.11,0.49,0.45
1438140.00,0.07,0.73,0.43,0.27,0.06,0.08
10128370.00,0.03,0.63,0.73,0.29,0.03,0.30
1423704.00,0.09,0.91,0.37,0.26,0.09,0.74
644080.00,0.15,0.65,0.71,0.15,0.06,0.62
64292191.00,0.02,0.91,0.44,0.14,0.34,0.53
2760795.00,0.01,0.63,0.73,0.32,0.16,0.48
2718629.00,0.01,0.52,0.88,0.12,0.06,0.92
1637770.00,0.12,0.74,0.66,0.10,0.42,0.55
58130692.00,0.22,0.43,0.75,0.10,0.04,0.59
190095710.00,0.95,0.42,0.13,0.11,0.04,0.12
847625.00,0.18,0.78,0.67,0.15,0.17,0.54
33166970.00,0.07,0.91,0.61,0.53,0.23,0.58
79008281.00,0.19,0.50,0.69,0.22,0.06,0.36
2062013.00,0.20,0.84,0.47,0.37,0.39,0.56
1330252.00,0.47,0.84,0.78,0.25,0.03,0.95
14924743.00,0.11,0.73,0.65,0.12,0.27,0.61
713167.00,0.01,0.77,0.70,0.06,0.16,0.33
1439319.00,0.05,0.67,0.58,0.72,0.30,0.16
34570153.00,0.00,0.62,0.81,0.09,0.04,0.53
15161211.00,0.01,0.62,0.63,0.21,0.04,0.23
4117806.00,0.05,0.74,0.63,0.16,0.17,0.54
9342647.00,0.44,0.86,0.52,0.05,0.13,0.71
4973108.00,0.05,0.91,0.79,0.17,0.26,0.54
33491362.00,0.23,0.48,0.61,0.11,0.14,0.36
26199304.00,0.00,0.75,0.60,0.13,0.05,0.17
29973164.00,0.09,0.86,0.68,0.14,0.33,0.51
506247.00,0.34,0.61,0.79,0.09,0.27,0.66
822761.00,0.19,0.50,0.49,0.10,0.03,0.32
455114045.00,0.03,0.72,0.72,0.24,0.07,0.67
801843.00,0.17,0.82,0.65,0.12,0.19,0.35
861094.00,0.47,0.64,0.59,0.08,0.35,0.68
81732797.00,0.41,0.71,0.43,0.06,0.09,0.42
8067119.00,0.01,0.73,0.43,0.51,0.40,0.22
519324937.00,0.03,0.75,0.45,0.55,0.11,0.36
573765207.00,0.02,0.74,0.80,0.05,0.07,0.43
1879443.00,0.77,0.53,0.50,0.10,0.52,0.17
770528.00,0.00,0.78,0.79,0.31,0.04,0.91
7703511.00,0.06,0.73,0.70,0.14,0.05,0.64
18590676.00,0.29,0.86,0.48,0.12,0.06,0.46
211932231.00,0.07,0.61,0.80,0.16,0.04,0.50
17160465.00,0.03,0.89,0.53,0.14,0.31,0.24
4594383.00,0.01,0.61,0.69,0.31,0.15,0.61
853930.00,0.37,0.84,0.57,0.09,0.08,0.43
1102831.00,0.00,0.49,0.90,0.15,0.04,0.30
26559174.00,0.13,0.73,0.70,0.15,0.11,0.79
8225855.00,0.01,0.72,0.42,0.45,0.39,0.23
5220301.00,0.84,0.64,0.10,0.11,0.04,0.36
862954.00,0.39,0.58,0.58,0.17,0.39,0.84
656527.00,0.02,0.38,0.89,0.21,0.33,0.50
1056710.00,0.19,0.53,0.49,0.17,0.45,0.29
9398995.00,0.03,0.91,0.47,0.29,0.19,0.65
11887180.00,0.12,0.53,0.87,0.12,0.16,0.27
3194218.00,0.12,0.65,0.80,0.35,0.07,0.36
846773.00,0.51,0.87,0.75,0.12,0.15,0.78
6128615.00,0.00,0.63,0.80,0.38,0.04,0.60
3226360.00,0.33,0.65,0.55,0.08,0.03,0.37
1953339.00,0.05,0.36,0.54,0.32,0.06,0.34
624512.00,0.59,0.44,0.34,0.13,0.03,0.39
13039181.00,0.13,0.47,0.84,0.14,0.07,0.67
19729888.00,0.24,0.85,0.87,0.15,0.15,0.63
114243212.00,0.02,0.75,0.64,0.07,0.29,0.23
3477769.00,0.12,0.47,0.78,0.67,0.06,0.21
482521683.00,0.25,0.87,0.49,0.08,0.05,0.53
4326139.00,0.55,0.78,0.27,0.11,0.09,0.20
2385638.00,0.94,0.55,0.26,0.13,0.13,0.42
2303431.00,0.94,0.41,0.23,0.17,0.04,0.19
213479769.00,0.23,0.68,0.56,0.08,0.04,0.31
7354248.00,0.26,0.75,0.68,0.09,0.14,0.75
17928724.00,0.82,0.74,0.41,0.05,0.43,0.39
63313392.00,0.00,0.90,0.63,0.07,0.16,0.51
174967250.00,0.26,0.76,0.73,0.10,0.28,0.35
52773082.00,0.08,0.61,0.48,0.11,0.25,0.35
8531782.00,0.22,0.57,0.60,0.10,0.13,0.32
571468.00,0.23,0.68,0.59,0.37,0.11,0.64
1493637.00,0.02,0.77,0.75,0.34,0.08,0.83
5238240.00,0.12,0.66,0.61,0.31,0.47,0.49
2198363.00,0.43,0.51,0.73,0.23,0.44,0.17
6704637.00,0.00,0.95,0.40,0.19,0.17,0.59
4138874.00,0.21,0.58,0.45,0.09,0.15,0.52
19070367.00,0.25,0.95,0.53,0.11,0.15,0.68
37462326.00,0.57,0.85,0.54,0.13,0.05,0.45
184771732.00,0.34,0.70,0.59,0.12,0.08,0.48
164733578.00,0.14,0.79,0.63,0.13,0.06,0.36
791313.00,0.14,0.63,0.75,0.09,0.14,0.37
6186614.00,0.05,0.73,0.39,0.14,0.07,0.24
63914572.00,0.37,0.84,0.41,0.10,0.40,0.11
639247847.00,0.61,0.61,0.38,0.10,0.05,0.20
1779963.00,0.08,0.38,0.89,0.14,0.10,0.88
365894094.00,0.32,0.77,0.71,0.07,0.34,0.72
90320896.00,0.30,0.75,0.49,0.09,0.07,0.53
5994353.00,0.01,0.90,0.62,0.20,0.24,0.82
85213583.00,0.00,0.53,0.78,0.16,0.05,0.64
2506656.00,0.11,0.90,0.81,0.09,0.31,0.77
107806869.00,0.49,0.83,0.32,0.11,0.06,0.14
661675.00,0.36,0.77,0.58,0.21,0.23,0.63
757558474.00,0.08,0.84,0.73,0.15,0.05,0.43
811241.00,0.40,0.82,0.56,0.08,0.03,0.67
3631718.00,0.06,0.44,0.71,0.09,0.04,0.24
3470488.00,0.12,0.64,0.56,0.36,0.04,0.68
313063889.00,0.07,0.47,0.63,0.13,0.34,0.43
122767460.00,0.01,0.80,0.59,0.20,0.23,0.31
993607.00,0.79,0.77,0.20,0.11,0.09,0.37
20475885.00,0.44,0.49,0.39,0.20,0.13,0.47
2164735.00,0.47,0.84,0.44,0.15,0.18,0.19
10097213.00,0.68,0.75,0.67,0.17,0.06,0.76
64946731.00,0.50,0.74,0.80,0.25,0.05,0.51
4738492.00,0.01,0.81,0.61,0.64,0.07,0.85
574479.00,0.02,0.59,0.73,0.73,0.04,0.39
116105012.00,0.13,0.75,0.72,0.18,0.25,0.34
22977632.00,0.01,0.61,0.52,0.11,0.03,0.77
12656047.00,0.33,0.74,0.48,0.23,0.20,0.61
90573244.00,0.03,0.82,0.50,0.11,0.15,0.53
5170963.00,0.23,0.69,0.69,0.18,0.13,0.29
4872136.00,0.18,0.60,0.73,0.24,0.20,0.53
12509517.00,0.03,0.65,0.74,0.31,0.03,0.57
6156010.00,0.95,0.51,0.18,0.09,0.04,0.26
1187822.00,0.24,0.73,0.64,0.11,0.25,0.60
756935.00,0.66,0.80,0.30,0.11,0.41,0.21
201200444.00,0.18,0.65,0.68,0.11,0.05,0.28
700947.00,0.23,0.74,0.52,0.09,0.19,0.36
267270136.00,0.33,0.69,0.69,0.15,0.05,0.58
1689528.00,0.53,0.73,0.68,0.10,0.04,0.33
1973529.00,0.03,0.54,0.77,0.40,0.03,0.64
9318845.00,0.16,0.67,0.53,0.10,0.07,0.71
1022847.00,0.00,0.58,0.73,0.27,0.05,0.28
483380.00,0.06,0.84,0.84,0.33,0.24,0.69
2212430.00,0.00,0.92,0.57,0.09,0.10,0.83
2914363.00,0.15,0.90,0.37,0.18,0.24,0.14
320345215.00,0.04,0.74,0.84,0.19,0.05,0.36
55716087.00,0.03,0.94,0.76,0.19,0.17,0.68
572465.00,0.01,0.57,0.88,0.18,0.05,0.55
3375797.00,0.14,0.79,0.66,0.09,0.05,0.31
353847827.00,0.00,0.64,0.52,0.08,0.36,0.42
165622824.00,0.08,0.73,0.40,0.11,0.03,0.55
830642.00,0.43,0.53,0.84,0.13,0.46,0.50
45498084.00,0.35,0.66,0.42,0.19,0.41,0.18
3765575.00,0.28,0.62,0.42,0.17,0.25,0.58
2735112.00,0.02,0.83,0.55,0.18,0.03,0.06
152082540.00,0.51,0.80,0.55,0.08,0.24,0.54
20199215.00,0.18,0.67,0.82,0.21,0.03,0.70
9879961.00,0.76,0.73,0.28,0.12,0.06,0.72
2915456.00,0.10,0.93,0.56,0.10,0.25,0.60
9916717.00,0.23,0.59,0.70,0.41,0.03,0.50
850412.00,0.02,0.61,0.61,0.13,0.03,0.26
2626849.00,0.33,0.43,0.85,0.36,0.42,0.58
1377277.00,0.23,0.56,0.83,0.11,0.07,0.67
196278116.00,0.28,0.73,0.44,0.18,0.37,0.57
619503.00,0.01,0.62,0.78,0.08,0.04,0.33
9398097.00,0.63,0.65,0.58,0.10,0.30,0.25
8985629.00,0.00,0.57,0.85,0.12,0.04,0.86
15676456.00,0.07,0.82,0.57,0.10,0.23,0.24
37306846.00,0.08,0.67,0.54,0.15,0.06,0.37
5709934.00,0.03,0.82,0.56,0.09,0.40,0.49
1786542.00,0.09,0.52,0.84,0.04,0.04,0.52
280573352.00,0.12,0.61,0.64,0.12,0.06,0.13
332540769.00,0.05,0.78,0.78,0.64,0.10,0.77
15134946.00,0.04,0.50,0.91,0.32,0.11,0.59
1282044.00,0.20,0.40,0.75,0.07,0.07,0.42
48691209.00,0.05,0.65,0.45,0.18,0.04,0.43
131775006.00,0.06,0.66,0.70,0.08,0.10,0.74
9505556.00,0.02,0.54,0.77,0.09,0.03,0.12
15230971.00,0.06,0.89,0.50,0.08,0.23,0.67
933223.00,0.08,0.44,0.61,0.10,0.07,0.23
44900506.00,0.18,0.76,0.75,0.07,0.07,0.70
104069015.00,0.46,0.70,0.56,0.12,0.06,0.49
69036558.00,0.27,0.60,0.78,0.09,0.05,0.48
8005380.00,0.14,0.76,0.75,0.09,0.23,0.45
765715.00,0.00,0.52,0.92,0.15,0.04,0.41
4093365.00,0.01,0.79,0.55,0.13,0.05,0.23
1456098.00,0.53,0.73,0.68,0.10,0.04,0.33
3491474.00,0.17,0.86,0.63,0.08,0.08,0.89
201705015.00,0.01,0.67,0.83,0.19,0.07,0.70
11840659.00,0.28,0.77,0.54,0.61,0.39,0.73
343807.00,0.00,0.46,0.90,0.83,0.13,0.30
706130.00,0.05,0.77,0.81,0.11,0.31,0.36
67208250.00,0.01,0.64,0.74,0.17,0.03,0.79
94739913.00,0.44,0.82,0.67,0.13,0.30,0.77
58238849.00,0.07,0.93,0.70,0.23,0.10,0.49
503727.00,0.11,0.75,0.79,0.06,0.17,0.85
5099520.00,0.96,0.18,0.15,0.16,0.04,0.16
547651379.00,0.08,0.70,0.82,0.19,0.11,0.78
29716313.00,0.00,0.63,0.64,0.35,0.04,0.49
51868066.00,0.08,0.91,0.50,0.08,0.17,0.22
5097830.00,0.01,0.67,0.51,0.39,0.05,0.31
28324633.00,0.02,0.88,0.73,0.10,0.33,0.96
222693654.00,0.11,0.66,0.77,0.14,0.05,0.76
788434.00,0.35,0.77,0.82,0.13,0.25,0.72
727895.00,0.02,0.69,0.70,0.13,0.05,0.74
529536.00,0.02,0.74,0.65,0.15,0.24,0.78
43977372.00,0.00,0.78,0.77,0.10,0.26,0.52
419329117.00,0.04,0.74,0.64,0.35,0.04,0.57
510657.00,0.04,0.74,0.61,0.11,0.18,0.44
899757.00,0.02,0.83,0.49,0.65,0.11,0.06
878655.00,0.02,0.76,0.79,0.07,0.04,0.38
2632946.00,0.80,0.68,0.41,0.14,0.03,0.47
19929959.00,0.01,0.64,0.70,0.13,0.44,0.26
37984661.00,0.17,0.78,0.84,0.41,0.05,0.84
1167174.00,0.71,0.69,0.43,0.17,0.15,0.27
27674900.00,0.09,0.47,0.61,0.13,0.07,0.11
3925187.00,0.32,0.59,0.60,0.15,0.03,0.38
785313.00,0.21,0.62,0.68,0.35,0.29,0.46
2738617.00,0.00,0.94,0.26,0.10,0.16,0.06
3070262.00,0.31,0.42,0.41,0.11,0.03,0.16
154912554.00,0.13,0.82,0.63,0.07,0.23,0.72
544373.00,0.90,0.55,0.28,0.11,0.06,0.26
757146.00,0.13,0.43,0.72,0.75,0.08,0.29
21563194.00,0.07,0.54,0.65,0.07,0.04,0.47
695461.00,0.00,0.63,0.73,0.08,0.03,0.31
1972934.00,0.02,0.65,0.83,0.43,0.04,0.66
47107345.00,0.02,0.59,0.62,0.13,0.11,0.27
30033155.00,0.11,0.82,0.58,0.11,0.09,0.62
243846086.00,0.52,0.69,0.81,0.15,0.06,0.86
